id,message,created_time,permalink_url,post_impressions
425421338250110_1235650230560546,"Big up to all the artists and dancers that contributed their energy to the Ratherlost Courtyard closing party last Sunday. It was special! Incredible vibes and music from the get-go till deep into the night. Thank you for the perfect premiere of the event series 🌪️❤️‍🔥
 
We’re stoked for the next Ratherlost edition in Lofi on the Friday night of ADE! Only 200 spots are left now before this night is sold out. So please act quickly if you want to join us on the dancefloor for RATHERLOST x Lofi ADE: https://eventix.shop/75fetjbc
 
Follow Ratherlost to stay updated on future editions and see you in 3 weeks 👁️‍🗨️

Pictures by Martijn Kuyvenhoven",2022-09-28T15:43:10+0000,https://www.facebook.com/425421338250110/posts/1235650230560546/,188
425421338250110_1231905030935066,"Let's blaze up the Courtyard one more time this Sunday to close the summer together in style, with a banging line-up and of course your relentless dancefloor energy 🚀

The weather gods seem to favor us. 17 degrees and sunshine forecast for Sunday. If the weather suddenly turns, we will move inside. So either way, we've got you covered for the season finale 🤟

Join us: https://eventix.shop/qsj563bc",2022-09-23T14:21:00+0000,https://www.facebook.com/1171958854934672/videos/880781959561309,1374
425421338250110_1231068241018745,"Running order for RATHERLOST x Lofi Courtyard Closing this Sunday. 
A hot & spicy affair to end the season with a bang! 💥🌶️

The weather is looking good and sunny also. Will you join us? 
Tickets available via: https://eventix.shop/qsj563bc",2022-09-22T12:26:18+0000,https://www.facebook.com/425421338250110/posts/1231068241018745/,38
425421338250110_1230527197739516,"This Sunday is the last chance to dance together this year in our beloved Courtyard! 🌪️⛩️

Join us for the steaming summer closing hosted by Ratherlost with CEM, Mama Snake, Nene H, JEANS, Woody NinetyTwo, Lobster & Nala Brown.
RATHERLOST x Lofi Courtyard Closing
Final tickets are available now via https://eventix.shop/qsj563bc

track: Repulsive Force - Spirits Of The East (JEANS Remix)",2022-09-21T17:26:25+0000,https://www.facebook.com/1171958854934672/videos/560667215860222,1999
425421338250110_1229805254478377,"This Sunday, Ratherlost will host the Courtyard closing party of the summer of love! It's been an incredible season and we can't wait to dance together in our beloved outdoor playground for one last time this year.

CEM, Mama Snake, Nene H, JEANS, Woody92, Lobster & Nala Brown are gonna bring the musical heat and we know that you will bring those hot vibes to the dancefloor 🔥

The weather forecast is looking good at this point. From 14:00 until 23:00 we will light up the Courtyard together for one last time and afterwards, we'll dive into the Warehouse until 03:00. 

See you under the pergola on Sunday ❤️‍🔥⛩️",2022-09-20T16:41:41+0000,https://www.facebook.com/425421338250110/posts/1229805254478377/,41
425421338250110_1228105601315009,"Today we dive into our Warehouse for the second-last Sunday gathering of the summer. Identified Patient curated a line-up based on the energy, unpredictability and sick selections the artists bring in their sets. Constructed tensions for the restless mind 💥

13:00 - 15:00 // DJ Corridor
15:00 - 17:00 // Mark Knekelhuis
17:00 - 19:00 // Amor Satyr
19:00 - 21:00 // Identified Patient
21:00 - END // NVST b2b Zohar

This is an indoor event, so you don't have to worry about the rain. Tickets are available online and at the door.",2022-09-18T09:02:06+0000,https://www.facebook.com/lofiamsterdam/photos/a.425492808242963/1228105601315009/?type=3,20
425421338250110_1226245074834395,"Get ready for the second-last Sunday gathering of the summer with Identified Patient Invites. We changed this party into an indoor Warehouse rave so you don't have to worry about the rain. See you on the dancefloor 💦

Identified Patient Invites NVST b2b Zohar, Amor Satyr, Mark Knekelhuis and DJ Corridor
13:00 - 15:00 // DJ Corridor
15:00 - 17:00 // Mark Knekelhuis
17:00 - 19:00 // Amor Satyr
19:00 - 21:00 // Identified Patient
21:00 - END // NVST b2b Zohar

Tickets: https://eventix.shop/e2dqt2ey",2022-09-15T17:13:10+0000,https://www.facebook.com/425421338250110/posts/1226245074834395/,29
425421338250110_1225587211566848,"The '22 Summer of Love is ending in a few days. Unfortunately, you will already notice this when looking at the weather forecast. There's a lot of rain expected this weekend, so we decided to change Identified Patient Invites NVST b2b Zohar, Amor Satyr, Mark Knekelhuis and DJ Corridor into a daytime Warehouse rave ⚡️

Make sure to join us on the dancefloor for the second-last Sunday gathering of the Summer. This one is going to be special ❤️‍🔥",2022-09-14T17:17:30+0000,https://www.facebook.com/1171958854934672/videos/1134965540704527,2068
425421338250110_1224622328330003,"PALET is back! They will bring the last bits of summer to their autumn indoor edition in our Warehouse on the 1st of October by day. Get ready for a colorful experience with musical indulgence and artistic surprises 🔴🟡🔵 

PALET at Lofi • Indoor by Day
Tickets: https://eventix.shop/yq6bzqq7",2022-09-13T12:18:44+0000,https://www.facebook.com/425421338250110/posts/1224622328330003/,58
425421338250110_1223295185129384,"Today is the day! We just opened our doors for a 12-hour gathering with Orphic, one of Amsterdam's most profound underground communities. Please be aware of the following house rules if you are planning to visit the event today. Can't wait to see you on the dancefloor 🖤

// This event is sold-out online. There will be only 75 tickets available at the door so please come early if you don't have a ticket yet.

// You may always approach Lofi's or Orphic's  staff if you have any concerns, if you don’t feel well, if someone is acting irresponsible, if you don’t feel safe etc. Orphic tries to enforce a free, safe, unified and positive environment.

// If you are reluctant or not able to approach anyone physically, you may always send a text (SMS) to +𝟑𝟏𝟔 𝟖𝟕 𝟏𝟏𝟎 𝟎𝟐𝟑. Orphic's staff will check the phone regularly and be of service if needed.

// Everybody has to arrive at the venue before 16:00 or 18:00, please check your ticket if you don't know when you have to arrive.

// We have a no-camera policy today. Anyone who violates this policy will be asked to leave the event. We have a photographer named Noah who will make the digital memories of the event so you don't have to worry about taking that sticker off your camera.",2022-09-11T12:11:33+0000,https://www.facebook.com/425421338250110/posts/1223295185129384/,28
425421338250110_1222488505210052,"Rise and shine, it's time for Hacienda! Today we are diving headfirst into our indoor Warehouse, so you don't have to worry about the rain  ☔️

14:00 - 15:30 // Mino Abadier
15:30 - 17:00 // Nedda Sou
17:00 - 19:00 // Samuel Deep
19:00 - 21:00 // Chris Stussy
21:00 - END // Kléo

Final tickets are available online and at the door.",2022-09-10T08:02:00+0000,https://www.facebook.com/lofiamsterdam/photos/a.425492808242963/1222488505210052/?type=3,21
425421338250110_1222110955247807,"It's almost time for Hacienda Amsterdam! Tomorrow we can finally dance in our Warehouse to the music of Chris Stussy, Samuel Deep, Kléo, Nedda Sou and Mino Abadier. You can find the running order below, tickets are available online and at the door 🌱

Hacienda x Lofi | Part two
14:00 - 15:30 // Mino Abadier
15:30 - 17:00 // Nedda Sou
17:00 - 19:00 // Samuel Deep
19:00 - 21:00 // Chris Stussy
21:00 - END // Kléo

Tickets: https://eventix.shop/m9auqrq7",2022-09-09T17:36:05+0000,https://www.facebook.com/425421338250110/posts/1222110955247807/,34
425421338250110_1221974795261423,"The final month of the '22 Courtyard season has started! We won't go out without a bang so we invited Steve Rachmad, Nene H, CEM, Mama Snake, Woody92, Benny Rodrigues, Chris Stussy, Identified Patient, Rhadoo and Orphic amongst others, to close the summer with us in style. This is what we have in store for you in September 💃

10.09 // Hacienda x Lofi | Part two
11.09 // Orphic #009 | Lofi
17.09 // VBX @ LOFI - Day & Night
18.09 // Identified Patient Invites NVST b2b Zohar, Amor Satyr, Mark Knekelhuis and DJ Corridor
24.09 // 𝐅𝐞𝐬𝐭𝐢𝐦𝐢 | 𝐈𝐧 𝐋𝐢𝐠𝐡𝐭 & 𝐍𝐢𝐠𝐡𝐭 | 𝐋𝐨𝐟𝐢
25.09 // RATHERLOST x Lofi Courtyard Closing

Tickets via: https://eventix.shop/b6q65qbu",2022-09-09T13:42:23+0000,https://www.facebook.com/425421338250110/posts/1221974795261423/,41
425421338250110_1221375068654729,"Everyone who's planning to visit Hacienda Amsterdam on Saturday, we've got you covered! Due to the rainy weather forecast, we have just decided to move this party into our indoor Warehouse ☔️

Join us for Hacienda x Lofi | Part two  with: Chris Stussy, Mino Abadier, Kléo, Nedda Sou and Samuel Deep. Tickets are available at the door and online via: https://eventix.shop/m9auqrq7 ❤️‍🔥",2022-09-08T15:41:15+0000,https://www.facebook.com/1171958854934672/videos/608938680951398,1252
425421338250110_1370965830094970,https://www.lofi.amsterdam,2022-09-07T22:04:22+0000,https://www.facebook.com/425421338250110/posts/1370965830094970/?substory_index=1370965830094970,12
425421338250110_1220708615388041,"Amsterdam Dance Event wouldn't be the same without our friends from VBX. This year they are coming over with the SUNRISE crew from Romania. Raresh, Rhadoo and Ion Ludwig will be accompanied by Amsterdam's very own Reiss and Doudou MD for a night filled with minimal sexy grooves 🌅

ADE | VBX x SUNRISE @ LOFI

Line-up: Z-A
Rhadoo
Reiss b2b Doudou MD
Raresh 
Ion Ludwig live

Time: 23:30 - 08:00
Tickets: https://eventix.shop/43yezysj",2022-09-07T15:51:47+0000,https://www.facebook.com/425421338250110/posts/1220708615388041/,79
425421338250110_1217848485674054,"Today is the day! It's time for the final outdoor gathering by Vault Sessions of the season. We open the doors to our Courtyard at 13:00 and we will go on untill 23:00. Tickets are available online and at the door 🚨

13:00 - 15:00 // Lasse
15:00 - 17:00 // BLANKA
17:00 - 19:00 // CRAVO
19:00 - 21:00 // Ruiz OSC1
21:00 - END // Funk Assault (Chlär b2b Alarico)",2022-09-03T08:01:51+0000,https://www.facebook.com/lofiamsterdam/photos/a.425492808242963/1217848485674054/?type=3,19
425421338250110_1217248415734061,"Just one more night until we open our Courtyard for the final Vault Sessions gathering of the outdoor season. This is the running order for tomorrow 🗝

13:00 - 15:00 // Lasse
15:00 - 17:00 // BLANKA
17:00 - 19:00 // CRAVO
19:00 - 21:00 // Ruiz OSC1
21:00 - END // Funk Assault (Chlär b2b Alarico)

Tickets: https://www.vault-sessions.com/tickets",2022-09-02T15:59:30+0000,https://www.facebook.com/425421338250110/posts/1217248415734061/,25
425421338250110_1216615202464049,"The King of Swing aka Slapfunk head-honcho aka Samuel Deep is coming to Lofi next week on Saturday, September 10 for Hacienda x Lofi | Part two  🕺",2022-09-01T18:58:59+0000,https://www.facebook.com/1171958854934672/videos/1200724507169329,1393
425421338250110_1216465265812376,"It's Festimi time again! On Saturday, September 24 they will host a day and night gathering with a staggering lineup: Benny Rodrigues b2b Steve Rachmad, Paquita Gordon, Angel D'lite b2b Byron Yeates, Ineffekt, Naone b2b Rey Colino and Ogazón 💜

𝐅𝐞𝐬𝐭𝐢𝐦𝐢 | 𝐈𝐧 𝐋𝐢𝐠𝐡𝐭 & 𝐍𝐢𝐠𝐡𝐭 | 𝐋𝐨𝐟𝐢
Tickets: https://eventix.shop/67gkq6ur",2022-09-01T13:41:00+0000,https://www.facebook.com/425421338250110/posts/1216465265812376/,50
425421338250110_1215220795936823,"For the 2nd edition of the Ratherlost experience, we will dive deep into our Warehouse on the Friday night of ADE. We're aiming to create a collective state of getting lost and finding meaning on the dancefloor, with a stacked line-up of quality techno tastemakers taking us on a 10-hour trip over a powerful yet crystal clear sound system 🌪

Join the ride: https://bit.ly/Ratherlost-Tickets",2022-08-30T16:22:52+0000,https://www.facebook.com/425421338250110/posts/1215220795936823/,79
425421338250110_1212318316227071,"Ratherlost is Amsterdam's new club concept. Focussed on creating a collective state of getting lost and finding meaning on the dancefloor.
The concept's kick-off coincides with the occasion of Lofi's seasonal Courtyard closing. Bringing together a steaming selection of artists under the pergola once more to close the summer in style. After we've blazed up the floor of our beloved urban playground, we'll dive indoors to get lost in the misty warehouse until the early hours ⚡️

RATHERLOST x Lofi Courtyard Closing",2022-08-26T10:07:10+0000,https://www.facebook.com/425421338250110/posts/1212318316227071/,33
425421338250110_1211865632939006,"On the 17th of September, VBX returns for their final outdoor + indoor gathering of the season. We are excited to welcome Romanian arbiter of taste and [a:rpia:r]’s figurehead Rhadoo, Faciendo's front-man and ultimate vinyl collector Desyn, London's Cartulis's records founders Unai Trotti & Raphael Carrau, super rising talent DJ and producer Matthias and VBX residents Ferro, Reiss & Alexia Glensy ▫️

VBX @ LOFI - Day & Night
Tickets: https://shop.eventix.io/4830a0bf-a5df-4aef-8f5d-cfa3161a5091/",2022-08-25T15:47:56+0000,https://www.facebook.com/425421338250110/posts/1211865632939006/,23
425421338250110_1211782952947274,"On Saturday, we open our doors for a 17-hour indoor and outdoor rave in our Courtyard by day and in our Warehouse by night. This is the running order ⛓

Lofi Day & Night with Ben Sims, MARRØN, Stephanie Sykes, Talismann, Truncate, Grace Dahl and more

DAYTIME
14:00 - 16:00 // Comrade Winston b2b Rosati
16:00 - 18:00 // Truncate
18:00 - 21:00 // Ben Sims
21:00 - 23:00 // Stephanie Sykes

NIGHT TIME
23:00 - 01:00 // MARRØN
01:00 - 03:00 // Arthur Robert
03:00 - 05:00 // Talismann
05:00 - END // Grace Dahl

A 'Day & Night' ticket gives you access to the full event (14:00 - 07:00). We also have separate 'By Day' and 'By Night' tickets available that only give you access during the day (14:00 - 23:00) or the night (23:00 - 07:00). 

Day & Night and By Night ticket holders will receive a wristband while entering the venue. You only can enter our Warehouse with a wristband after the Courtyard closes at 23:00. It will be possible to buy a wristband at the club for the night event if you only have a ticket for the day event.",2022-08-25T13:17:36+0000,https://www.facebook.com/425421338250110/posts/1211782952947274/,42
425421338250110_1211101356348767,"RATHERLOST x Lofi Courtyard Closing
RATHERLOST x Lofi ADE

25 September and October 21 will be the first editions of Amsterdam’s new techno club concept Ratherlost. Aiming to create a dancefloor dimension where losing track of space and time together stimulates a collective state of freedom, inspiration, (self-)exploration and realignment with yourself and your surroundings. 

The concept's kick-off coincides with Lofi's seasonal Courtyard closing. Bringing together a steaming selection of artists under the pergola of our beloved urban playground once more to close the summer together in style.

For the 2nd edition of Ratherlost, we will dive deep into Lofi's warehouse-club on the Friday night of ADE. With a stacked line-up of quality techno tastemakers taking us on a 10-hour trip over a powerful yet crystal clear soundsystem.

Limited Phase I tickets available now via: https://bit.ly/Ratherlost-Tickets
 
Artworks by Maarten Huizing and Brick Agency.",2022-08-24T11:26:51+0000,https://www.facebook.com/425421338250110/posts/1211101356348767/,85
425421338250110_1210682599723976,"Hacienda Amsterdam returns to our Courtyard on Saturday, September 10 with Chris Stussy, Kléo, Mino Abadier, Nedda Sou and Samuel Deep. Get ready for one of the final outdoor gatherings of the summer ☀️

Hacienda x Lofi | Part two 
Tickets: https://eventix.shop/m9auqrq7",2022-08-23T18:36:01+0000,https://www.facebook.com/425421338250110/posts/1210682599723976/,25
425421338250110_1210543439737892,"On Saturday, we open our Courtyard and Warehouse for Lofi Day & Night with Ben Sims, MARRØN, Stephanie Sykes, Talismann, Truncate, Grace Dahl and more. Final tickets are available via https://eventix.shop/694z9m8x 💥

COURTYARD BY DAY (14:00 - 23:00)
// Ben Sims (3-hour set)
// Comrade Winston b2b Rosati
// Stephanie Sykes
// Truncate

WAREHOUSE BY NIGHT (23:00 - 07:00)
// Arthur Robert
// Grace Dahl
// MARRØN
// Talismann

A day and night ticket gives you access to the full event (14:00 - 07:00). We also have separate tickets available that only give you access during the day (14:00 - 23:00) or the night (23:00 - 07:00).",2022-08-23T13:47:37+0000,https://www.facebook.com/1171958854934672/videos/609118840596836,1702
425421338250110_1209430983182471,"TODAY WE ARE EXTENDING OUR OPENING TIME FOR @paxromana.xxi UNTIL 02:00 🚨

We close the courtyard at 23:00 and move into our warehouse with rising star @quelza_m from Berlin to dance our way into the new week🔥

Tickets are available online and at the door.",2022-08-21T17:30:00+0000,https://www.facebook.com/425421338250110/posts/1209430983182471/,25
425421338250110_1208612223264347,"Today is the day, @slapfunkrecords returns to Lofi for an indoor and outdoor gathering from 14:00 - 05:00 💃

Final tickets are available online.",2022-08-20T11:14:14+0000,https://www.facebook.com/425421338250110/posts/1208612223264347/,19
425421338250110_1208180219974214,"This Sunday, PAX-ROMANA and their community come to our Courtyard for an intimate gathering and some solid grooves ⛓

RUNNING ORDER
13:00 - 15:00 // Anouschka
15:00 - 17:00 // Van Anh
17:00 - 18:00 // Serti (live)
18:00 - 21:00 // Efdemin
21:00 - END // Peter Van Hoesen (live)

Please note that we will move the event inside when it's going to rain.",2022-08-19T18:09:45+0000,https://www.facebook.com/425421338250110/posts/1208180219974214/,23
425421338250110_1208053066653596,"Identified Patients presents a Sunday in our Courtyard with his favourite DJs.
For the occasion, the Dutch tastemaker of filthy grooves curated a line-up based on the energy, unpredictability and sick selections the artists bring in their sets. Constructed tensions for the restless mind.

Tickets are available via: https://eventix.shop/e2dqt2ey
Artwork by Nina van den Berg",2022-08-19T14:07:02+0000,https://www.facebook.com/425421338250110/posts/1208053066653596/,18
425421338250110_1207266116732291,Tickets for Rush Hour x Rainbow Disco Club ADE are on sale now via https://eventix.shop/3mytdqqy 🚨,2022-08-18T10:00:12+0000,https://www.facebook.com/425421338250110/posts/1207266116732291/,19
425421338250110_1206882883437281,"Thanks for sharing your energy with us last weekend ❤️‍🔥

UP NEXT
SA // Slapfunk Weekend Gathering 
SU // PAX-ROMANA: A Dreamy Sunday",2022-08-17T18:32:29+0000,https://www.facebook.com/425421338250110/posts/1206882883437281/,28
425421338250110_1206642920127944,"Get ready. The ticket sale starts tomorrow at 12:00.

Rush Hour x Rainbow Disco Club ADE
Saturday 22/10
14:00 - 22:00",2022-08-17T10:25:05+0000,https://www.facebook.com/425421338250110/posts/1206642920127944/,16
